id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44516923,Windows of Hoboken,135538732,Xavier,,Ward D (councilmember Michael Yun),40.74143,-74.03693,Private room,100,2,32,2022-09-06,2.00,1,320,28,
44538937,Ground Floor 2 Bed 1 Bath | Journal Square,253839975,J,,Ward C (councilmember Richard Boggiano),40.73183,-74.07212,Entire home/apt,147,28,7,2022-08-01,0.28,7,178,5,
44746298,2-bed & 2 bath & private courtyard in Downtown JC.,1450378,Alfredo,,Ward E (councilmember James Solomon),40.72473,-74.0486,Entire home/apt,139,29,19,2022-09-06,0.80,4,260,12,
44752187,Private Master room w/ Private Bathroom/NYC/WIFI,6958867,Henry,,Ward C (councilmember Richard Boggiano),40.73977,-74.05152,Private room,55,29,11,2022-04-30,0.61,34,44,6,
44799007,Sonder Battery Park | Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70617,-74.01486,Entire home/apt,521,2,1518,2022-09-03,62.13,31,250,910,
44799074,Sonder Battery Park | Accessible Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70494,-74.0144,Entire home/apt,422,2,39,2022-08-17,1.60,31,178,19,
45050146,"Private room on Grove st, 2 blocks from the train",363118036,Jesus,,Ward E (councilmember James Solomon),40.72072,-74.04413,Private room,40,4,24,2022-04-15,0.98,2,55,2,
45138005,Posh onebedroom with City views,364367885,Cozy Home,,Ward E (councilmember James Solomon),40.72607,-74.03936,Entire home/apt,216,30,0,,,3,353,0,
45252920,900+ reviews 15 mins to NYC. Private room 205,1513389,Mickey,,Ward C (councilmember Richard Boggiano),40.73181,-74.06647,Private room,38,30,0,,,2,261,0,
45331602,Huge 1900sq' Tribeca loft w/Private Garden Terrace,288972,Bono,,Ward E (councilmember James Solomon),40.71112,-74.00822,Entire home/apt,200,60,0,,,1,0,0,
45340304,"FiDi 2BR w/ Gym, Lounge, Complete Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,Entire home/apt,485,31,1,2021-06-13,0.06,96,12,0,
45341673,"FiDi Studio w/ Gym, Lounge, Complete Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,Entire home/apt,468,31,0,,,96,352,0,
45343459,Private Renovated Room near NYC/WIFI/Light rail,6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71201,-74.07856,Private room,54,29,12,2022-07-31,0.50,34,68,5,
45344367,"FiDi 1BR w/ Gym, Lounge, Complete Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,Entire home/apt,428,31,0,,,96,40,0,
45345628,"FiDi 1BR w/ Gym, Lounge, Complete Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,Entire home/apt,329,31,0,,,96,313,0,
45359555,🔅Bright 2Bed/2Bath w/stainless steel appliances!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74646,-74.03465,Entire home/apt,151,1,5,2021-08-04,0.32,54,0,0,
45359888,🔅Bright & Airy  2 Bed/2 Bath Apartment in Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74684,-74.03657,Entire home/apt,151,1,3,2022-08-11,0.22,54,0,2,
45360033,🔅Great Summer Apartment Stay!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74642,-74.03634,Entire home/apt,159,1,1,2021-07-27,0.07,54,0,0,
45360296,🔅Hoboken Modern 2 bed/2 bath Apartment,51756472,Michael,,Ward D (councilmember Michael Yun),40.74814,-74.03605,Entire home/apt,159,1,4,2022-08-07,0.25,54,0,2,
45360424,🔅 Spacious 2Bed/2 Bath in the heart of Hoboken!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74668,-74.03664,Entire home/apt,159,1,9,2022-07-28,0.57,54,0,5,
45360484,🔅Cozy 2 Bed/2Bath apartment with a balcony!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74779,-74.03461,Entire home/apt,151,1,0,,,54,0,0,
45360534,🔅Great Student or Work from Home 2Bed Apartment!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74746,-74.03482,Entire home/apt,151,1,4,2022-08-10,0.26,54,0,3,
45360539,🔅Beautiful 2 Bedroom Apartment In Hoboken!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74744,-74.03456,Entire home/apt,150,1,4,2022-07-31,0.18,54,0,1,
45381733,Super cute NYC getaway! 20 mins to *Times Square*,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76487,-74.04267,Entire home/apt,116,2,25,2022-08-26,1.05,25,310,13,
45420918,ADORABLE SUNNY BEDROOM - 10 MIN TO NYC*,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73342,-74.0557,Private room,59,90,3,2022-09-02,0.15,12,187,2,
45462173,TwinCity Modern Townhome 8 BR/4 BA Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,Entire home/apt,1500,7,2,2022-01-07,0.15,35,0,1,
45491753,Studio in Best Neighborhood of Jersey City,22541573,Ken,,Ward E (councilmember James Solomon),40.71874,-74.04247,Entire home/apt,150,30,1,2021-06-17,0.07,31,294,0,
45491910,"Downtown Jersey City 1 Bedroom, Minutes to Midtown",22541573,Ken,,Ward E (councilmember James Solomon),40.71847,-74.04076,Entire home/apt,245,30,0,,,31,336,0,
45491939,NYC Inspired Apt 20 MIN Times Square with Parking!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73653,-74.05164,Entire home/apt,130,28,23,2022-09-02,0.95,5,45,13,
45492102,"Charming 1 Bedroom, Steps from PATH Train at Grove",22541573,Ken,,Ward E (councilmember James Solomon),40.71934,-74.04293,Entire home/apt,260,30,0,,,31,359,0,
45492118,1 Bedroom steps from Grove St PATH Train to NYC,22541573,Ken,,Ward E (councilmember James Solomon),40.72042,-74.0414,Entire home/apt,260,30,0,,,31,359,0,
45492242,One Bedroom in Luxury Financial District Building,22541573,Ken,,Ward F (councilmember Jermaine D. Robinson),40.70385,-74.00935,Entire home/apt,375,30,1,2021-05-31,0.06,31,359,0,
45492428,Studio in Great Financial District Location,22541573,Ken,,Ward F (councilmember Jermaine D. Robinson),40.70503,-74.00967,Entire home/apt,283,30,0,,,31,359,0,
45505393,Sunning loft in TriBeCa,25596933,Anna,,Ward E (councilmember James Solomon),40.72064,-74.00935,Entire home/apt,650,31,2,2022-07-30,0.14,1,106,1,
45532528,🔅Vivid & Charming 2 bed/2 bath apartment near NYC!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74799,-74.03487,Entire home/apt,159,1,5,2022-06-12,0.33,54,0,1,
45543348,Sonder Battery Park | One-Bedroom Apartment w/ Peloton,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70651,-74.01469,Entire home/apt,686,2,8,2022-04-24,0.37,31,301,4,
45549085,Heart of Jersey City Condo Near Path Train to NYC,157428739,Zanah,,Ward F (councilmember Jermaine D. Robinson),40.72435,-74.06883,Entire home/apt,110,4,23,2022-07-23,2.17,1,58,23,
45609107,"3 Bed 2 Bath near PATH train-NYC, parking avail",368645108,Ryan,,Ward C (councilmember Richard Boggiano),40.72626,-74.05869,Entire home/apt,145,28,3,2021-05-01,0.14,1,7,0,
45632525,LARGE SUNNY & CHARMING BEDROOM 10 MIN TO NYC*,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73173,-74.05567,Private room,52,90,4,2022-08-14,0.17,12,268,1,
45638179,Cozy urban home near NYC,369688169,Geraldine,,Ward B (councilmember Mira Prinz-Arey),40.71812,-74.08819,Entire home/apt,151,2,9,2022-09-05,0.41,1,214,1,
45668385,RELAXING SUNNY BDROOM 10MIN TONYC Private Entrance,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73194,-74.05728,Private room,72,90,1,2020-11-23,0.05,12,341,0,
45688536,Sonder Battery Park | One-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70616,-74.01482,Entire home/apt,621,2,19,2022-05-23,0.89,31,294,5,
45688844,Inspiring 2 Bedroom 20 to Times Square w parking!!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73443,-74.05391,Entire home/apt,160,28,15,2022-07-05,0.63,5,338,6,
45688889,Sonder Battery Park | Two-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70445,-74.01582,Entire home/apt,957,2,103,2022-08-22,4.40,31,304,45,
45697674,Sonder Battery Park | Three-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70441,-74.01475,Entire home/apt,789,2,44,2022-09-04,1.90,31,146,19,
45698066,45 min to Manhattan Private Room #3,33102452,Yoshi,,Ward B (councilmember Mira Prinz-Arey),40.72012,-74.08506,Private room,40,1,2,2020-11-27,0.09,3,74,0,
45698750,Sonder Battery Park | Extended Stay Three-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70492,-74.0164,Entire home/apt,908,29,0,,,31,280,0,
45699931,Private/Luxurious/Fully Furnished Tribeca Loft,245167739,James,,Ward E (councilmember James Solomon),40.71972,-74.00282,Entire home/apt,1200,30,0,,,1,305,0,
45713940,"2nd 4 BR, 2 baths. Easy ride to NYC/20min away",50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71739,-74.07396,Entire home/apt,252,3,16,2022-08-12,0.69,3,69,7,
45733756,"Couples Suite, Warm & Cozy Home, Away From Home.",282963430,Christian,,Ward B (councilmember Mira Prinz-Arey),40.72478,-74.07044,Entire home/apt,100,2,1,2021-09-11,0.08,1,0,0,
45750258,829-1D Economy Private Bedroom 25 Mins NYC Time SQ,443343607,Kevin,,Ward D (councilmember Michael Yun),40.75717,-74.04807,Private room,35,30,4,2022-06-27,0.24,37,342,2,
45754267,Private 1 bedroom/WIFI/JSQ PATH Train 5 min walk,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.72787,-74.06583,Entire home/apt,91,29,15,2022-08-15,0.64,32,161,7,
45767999,"One Bedroom in Amenity Building, near Wall Street",22541573,Ken,,Ward F (councilmember Jermaine D. Robinson),40.70569,-74.00974,Entire home/apt,390,30,0,,,31,359,0,
45770573,"72 ""4"" Huge Private Room/WIFI/Working desk/LT Rail",6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71328,-74.07867,Private room,41,29,10,2022-08-11,0.43,34,55,5,
45781477,Spacious private room close to Journal Square,105099597,Grace,,Ward B (councilmember Mira Prinz-Arey),40.72208786010742,-74.07262420654297,Private room,65,2,22,2022-08-06,0.95,2,230,9,
45783379,Cozy Studio Close to Heart of NYC,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76737,-74.03408,Entire home/apt,104,7,39,2022-09-04,1.91,12,22,34,
45805451,02 Flat Luxury Apartments - 8BR/4 Baths-20 guests,50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71605,-74.07356,Entire home/apt,467,3,12,2022-07-17,0.64,3,63,6,
45805471,"1st 4 BR , 2 baths. Easy ride to NYC /20min away",50155547,Ed,,Ward F (councilmember Jermaine D. Robinson),40.71713,-74.07379,Entire home/apt,252,3,21,2022-08-17,0.96,3,67,15,
45827959,Best remote work / home by Manhattan - Hoboken 1BR,6145288,Tugba,,Ward D (councilmember Michael Yun),40.74243,-74.03956,Entire home/apt,198,30,0,,,1,1,0,
45839241,Fantastic 1 Bedroom 20 minutes from Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76483,-74.04215,Entire home/apt,116,2,45,2022-09-04,1.97,25,323,28,
45857870,Apartament two blocks from the Grove train,363118036,Jesus,,Ward E (councilmember James Solomon),40.72038,-74.04509,Entire home/apt,170,30,0,,,2,204,0,
45882814,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70663,-74.00588,Private room,415,1,62,2022-05-30,2.76,93,70,15,
45909587,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70592,-74.00582,Private room,450,1,72,2022-07-31,3.20,93,100,15,
45926100,New Modern brownstone garden apartment nearby NYC,3172899,Hope,,Ward F (councilmember Jermaine D. Robinson),40.7192,-74.06821,Entire home/apt,101,28,4,2022-08-31,0.37,1,17,4,
45939028,1 bedroom in prime Soho.,14361027,Matthew,,Ward E (councilmember James Solomon),40.72432,-74.00411,Entire home/apt,399,3,8,2022-08-28,0.63,1,16,7,
45952819,Heart of the West Village-Steps to Carrie Bradshaw,797100,Tucker,,Ward E (councilmember James Solomon),40.73569,-74.00324,Entire home/apt,591,3,0,,,1,66,0,
45991581,Private office space for day use 9-5,365778012,Yaffa,,Ward A (councilmember Denise Ridley),40.70265,-74.09131,Private room,75,60,0,,,1,363,0,
46006086,"Modern, Clean 1BR in Hudson Exchange w/ Gym + WiFi",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,417,27,1,2021-10-28,0.09,39,351,1,
46066852,Renovated large 2 bdrs 2 bths   condo 20min to NYC,98240103,Julio,,Ward D (councilmember Michael Yun),40.7519,-74.05498,Entire home/apt,200,29,8,2022-03-20,0.36,14,326,4,
46070050,Super Cozy Private Room in the heart of FIDI,215530555,Miranda,,Ward E (councilmember James Solomon),40.70809,-74.00481,Private room,140,1,57,2022-09-15,2.49,1,40,36,
46077274,"LONG TERM RENTAL,STUDIO N5 IN THE VILLAGE",27636707,Gaia&Pietro,,Ward E (councilmember James Solomon),40.732746,-74.005493,Entire home/apt,149,30,4,2022-07-31,0.31,7,320,3,
46082552,TwinCity 1 BR/1 BA Apt - Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,Entire home/apt,182,7,42,2022-09-13,2.02,35,333,19,
46134958,Luxury Apartment in NYC metro area,786914,Ciro,,Ward F (councilmember Jermaine D. Robinson),40.7098,-74.06149,Entire home/apt,65,7,1,2020-12-18,0.05,1,0,0,
46143648,The Bergen,255326838,Anthony,,Ward B (councilmember Mira Prinz-Arey),40.71734,-74.07954,Entire home/apt,220,2,44,2022-09-15,1.94,1,330,32,
46176278,Top Floor Greenwich Apartment with View,374081944,Cloud,,Ward E (councilmember James Solomon),40.73128,-74.00307,Entire home/apt,539,2,87,2022-08-20,3.87,1,62,44,
46194410,TwinCity 1 BR/1 BA Apt- Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,Entire home/apt,183,7,33,2022-07-29,1.50,35,344,19,
46201181,Cozy & totally equipped 1 Apt. 15 min to NYC,302193110,Gonza,,Ward D (councilmember Michael Yun),40.76553,-74.03353,Entire home/apt,100,4,63,2022-08-29,2.85,2,217,35,
46202555,"Charming, elegant, artsy 1 BR in the West Village",6231683,Bibi,,Ward E (councilmember James Solomon),40.73261,-74.00843,Entire home/apt,216,30,10,2022-08-05,0.48,1,68,7,
46211153,TwinCity 2 BR/1 BA Apt -Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,Entire home/apt,199,7,31,2022-09-17,1.46,35,347,18,
46216667,TwinCity 1 BD/1 BA- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72443,-74.04582,Entire home/apt,175,7,37,2022-07-27,1.93,35,311,24,
46280898,Sonder Battery Park | Superior Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70633,-74.01631,Entire home/apt,539,2,321,2022-09-01,14.88,31,301,152,
46303610,"Clean, Comfortable & Stylish Downtown Apartment",17647550,Nate,,Ward E (councilmember James Solomon),40.71808,-74.00236,Entire home/apt,175,2,25,2021-08-14,1.16,1,69,0,
46305180,Studio One,262010271,Alice And Peter,,Ward C (councilmember Richard Boggiano),40.74032,-74.05042,Entire home/apt,38,30,7,2022-08-21,0.39,3,97,5,
46329890,Soho Townhouse,43599290,Scott,,Ward E (councilmember James Solomon),40.72238,-74.00205,Entire home/apt,699,1,73,2022-08-17,3.25,3,295,35,
46336681,Private 1BR in heart of downtown Jersey City,155165892,JC Airbnb,,Ward E (councilmember James Solomon),40.72248,-74.04443,Entire home/apt,148,3,72,2022-09-10,3.20,1,38,43,
46376233,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7048,-74.00591,Private room,415,1,68,2022-05-22,3.02,93,70,22,
46376967,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward E (councilmember James Solomon),40.70668,-74.00371,Private room,415,1,75,2022-08-07,3.40,93,70,24,
46377326,High Floor River View w/ 2 Beds Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.7063,-74.00373,Private room,414,1,43,2022-08-21,1.91,93,70,17,
46379831,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70486,-74.00576,Private room,450,1,35,2022-04-17,1.57,93,101,3,
46379970,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70521,-74.00562,Private room,450,1,88,2022-09-03,3.95,93,101,17,
46381019,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70586,-74.00383,Private room,415,1,55,2022-06-24,2.47,93,70,23,
46391888,Triangle Loft-Create,375344103,Karen,,Ward E (councilmember James Solomon),40.74044,-74.00544,Entire home/apt,2500,1,0,,,3,364,0,
46413969,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70647,-74.00543,Private room,415,1,39,2022-08-27,1.83,93,70,17,
46414136,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70639,-74.00426,Private room,415,1,104,2022-07-30,4.63,93,66,34,
46420614,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70599,-74.00565,Private room,450,1,35,2022-05-23,1.57,93,99,3,
46420982,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70662,-74.0053,Private room,415,1,89,2022-08-14,3.97,93,67,30,
46428551,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70493,-74.0055,Private room,415,1,51,2022-08-21,2.27,93,69,16,
46428638,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70518,-74.00587,Private room,415,1,53,2022-05-01,2.39,93,70,19,
46428730,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70487,-74.00592,Private room,450,1,50,2022-07-24,2.25,93,96,11,
46461931,Best Location In The City (West 57th Street) 5B,293238741,David,,Ward E (councilmember James Solomon),40.71326,-74.00705,Entire home/apt,148,30,0,,,1,332,0,
46466379,Great Sunny Condo minutes from Hoboken & NYC,52713048,Cynthia,,Ward D (councilmember Michael Yun),40.75274,-74.03798,Entire home/apt,108,14,11,2022-07-01,0.74,1,239,7,
46491496,Downtown Jersey City - 6 min walk to train to NYC!,96351785,Ashley,,Ward E (councilmember James Solomon),40.71639,-74.04286,Entire home/apt,140,1,23,2021-08-01,1.05,1,0,0,
46495304,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70647,-74.00531,Private room,415,1,81,2022-09-04,3.65,93,65,21,
46511403,Iconic NYC Loft For Small Groups,225144151,Sam,,Ward E (councilmember James Solomon),40.73932,-74.00601,Entire home/apt,1200,1,1,2020-12-09,0.05,2,364,0,
46528083,Water View King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70603,-74.00376,Private room,450,1,114,2022-09-04,5.12,93,98,23,
46528305,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70662,-74.0057,Private room,415,1,60,2022-08-21,2.70,93,69,31,
46528425,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70574,-74.00591,Private room,415,1,110,2022-09-04,4.99,93,70,28,
46528510,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70635,-74.00428,Private room,415,1,58,2022-09-04,2.63,93,70,21,
46528624,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70466,-74.00568,Private room,415,1,66,2022-08-28,2.99,93,70,19,
46528704,Beautiful 2 Double Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70644,-74.00579,Private room,415,1,74,2022-08-28,3.33,93,67,29,
46528851,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70657,-74.00426,Private room,450,1,29,2022-05-22,1.33,93,101,5,
46528945,Beautiful King Bed Hotel Room,371972456,Justin,,Ward F (councilmember Jermaine D. Robinson),40.70649,-74.00407,Private room,450,1,37,2022-08-31,1.68,93,101,9,
