id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32726186,Bright One Bedroom 5 min to NYC walk to PATH WIFI,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.7275,-74.06768,Entire home/apt,93,29,23,2022-08-06,0.53,32,21,4,
32846053,Private Bedroom + Private Bath 30min to Manhattan,95272809,Brant,,Ward A (councilmember Denise Ridley),40.67869,-74.10363,Private room,44,10,0,,,3,66,0,
32846232,Urban chic modern apartment,39597930,Yanille,,Ward D (councilmember Michael Yun),40.74507,-74.04644,Entire home/apt,152,2,109,2022-09-04,2.55,1,110,42,
32856048,"W.Village Studio w/Doorman, nr subway",107434423,Blueground,,Ward E (councilmember James Solomon),40.729222,-74.002791,Entire home/apt,366,31,0,,,96,155,0,
32873144,MUST SEE New 2BR 20 Minutes to NYC - Sleeps 10,9173270,Nick,,Ward D (councilmember Michael Yun),40.74468,-74.04389,Entire home/apt,559,2,64,2020-09-13,1.50,3,352,0,
32920464,Specious 2bds   1bath 30min to NYC/EWR  Parking,98240103,Julio,,Ward A (councilmember Denise Ridley),40.68962,-74.09628,Entire home/apt,250,29,61,2022-07-03,1.44,14,351,2,
32934531,Boho chic in Jersey City,54748310,Katelyn,,Ward F (councilmember Jermaine D. Robinson),40.71325,-74.06075,Private room,75,28,3,2020-01-03,0.08,1,107,0,
32940293,1Br & divider room only 4.6 Mile to Time Square,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75072,-74.04895,Entire home/apt,81,2,54,2022-09-10,1.27,5,321,10,
32961420,Historical Brownstone Penthouse Condo,265529755,Victoria,,Ward D (councilmember Michael Yun),40.76694,-74.02759,Entire home/apt,192,3,83,2022-09-01,2.07,1,29,28,
32985790,"Fast/EZ to NYC 
Clean/Safe/Quiet 4 All",165488,Joanna,,Ward D (councilmember Michael Yun),40.75588,-74.04572,Private room,40,3,72,2020-03-14,1.70,3,266,0,
33008764,Lincoln Park 3-Bedroom 1-Bathroom Apartment,248430196,Jenny,,Ward B (councilmember Mira Prinz-Arey),40.72935,-74.08192,Entire home/apt,90,28,29,2022-06-10,0.69,8,144,3,
33022798,Urban Oasis in the City!,62827933,Nancy,,Ward E (councilmember James Solomon),40.74058,-74.03332,Private room,117,2,27,2022-08-22,0.65,1,78,12,
33046356,"Your home away from home, minutes from NYC!",248723497,Marco,,Ward D (councilmember Michael Yun),40.75313,-74.0397,Entire home/apt,206,2,135,2022-09-13,3.21,3,61,60,
33067535,Spacious & comfy cozy home near New York and EWR,182869653,Guo,,Ward A (councilmember Denise Ridley),40.68735,-74.10595,Entire home/apt,180,2,126,2022-09-04,2.96,3,288,32,
33069868,118 Magnolia Ave 4B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73104,-74.05998,Private room,135,1,74,2022-08-13,1.73,18,345,13,
33097898,Splendid /20 min to NYC- Parking Available (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76607,-74.0412,Private room,122,2,62,2022-09-14,1.45,69,309,25,
33101286,"2, 3 or 4  Floors, Heart of Greenwich Village",4129805,Evelyn,,Ward E (councilmember James Solomon),40.73269,-74.00254,Entire home/apt,500,1,4,2022-01-01,0.10,6,17,1,
33161761,AMAZING! West Village Studio+ Apt in Manhattan NYC,203176937,Charles,,Ward E (councilmember James Solomon),40.7347,-74.00355,Entire home/apt,223,28,14,2022-07-28,0.51,1,49,5,
33215249,Beautiful Private Home in Jersey City,6714586,Jane,,Ward E (councilmember James Solomon),40.72469,-74.04681,Entire home/apt,208,2,141,2022-09-11,3.51,1,24,50,STR20-00084
33273052,Cozy Studio 15minutes from Manhattan,147065523,Sônia,,Ward D (councilmember Michael Yun),40.76328,-74.03878,Entire home/apt,70,30,4,2022-05-15,0.34,1,206,4,
33341876,"HIgh Rise King Suite Near Time Square, w fast wifi",33869128,Bryan,,Ward D (councilmember Michael Yun),40.76924,-74.03319,Entire home/apt,1000,1,38,2020-07-18,0.90,2,269,0,
33342508,Habitación solo para mujeres,151026253,Roselin,,Ward F (councilmember Jermaine D. Robinson),40.7216,-74.0678,Private room,55,3,0,,,1,0,0,
33347534,Fabulous /20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76622,-74.04231,Entire home/apt,111,2,79,2022-09-15,1.88,69,262,34,
33371705,Wonderful -20min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76667,-74.04301,Entire home/apt,125,2,54,2022-09-10,1.29,69,288,17,
33390418,"Private bedroom w/ Queen bed, convenient location.",251326514,Jennifer,,Ward D (councilmember Michael Yun),40.75662,-74.04117,Private room,57,1,98,2022-09-11,2.33,1,36,29,
33448567,Gorgeous Duplex with parking by JSQ,173417532,Ed & JC,,Ward C (councilmember Richard Boggiano),40.72549,-74.06177,Entire home/apt,377,2,47,2022-09-05,1.11,2,319,4,
33450178,MODERN 3BR/2BA APARTMENT MINUTES TO NYC,173417532,Ed & JC,,Ward C (councilmember Richard Boggiano),40.72857,-74.06156,Entire home/apt,320,2,47,2022-06-02,1.12,2,323,3,
33452821,$100 night w parking. Weekly/Monthly stays welcome,252022334,Patricia,,Ward D (councilmember Michael Yun),40.74746,-74.04313,Entire home/apt,106,1,302,2022-09-15,7.38,1,243,126,
33468053,Entire Apt 15 MIN FROM NYC (30 day minimum stay),150308322,Nuku,,Ward D (councilmember Michael Yun),40.78901,-74.05595,Entire home/apt,99,30,31,2022-08-26,0.74,1,365,5,
33531288,Authentic cute -20 min to NYC/Parking Avai (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76778,-74.04269,Entire home/apt,95,2,56,2022-09-14,1.33,69,322,12,
33559130,SoHo Loft,38214492,Garima,,Ward E (councilmember James Solomon),40.7223294,-74.0012612,Entire home/apt,980,4,1,2022-09-13,1,1,0,1,
33560460,Charming Soho large 1 bedroom apartment style loft,177742211,Kyle,,Ward E (councilmember James Solomon),40.72543,-74.00403,Entire home/apt,285,7,52,2022-08-27,1.24,1,300,20,
33607399,"FiDi 1BR w/ Roofdeck, Gym & Doorman nr Wall St.",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.70504,-74.00812,Entire home/apt,547,90,1,2021-12-19,0.11,96,352,1,
33612956,Bienvenidos vacacionistas.,247067644,Joel,,Ward F (councilmember Jermaine D. Robinson),40.7202,-74.05452,Private room,95,6,0,,,1,0,0,
33616323,Close to NYC Time Sq. 20 min - Bright 3BR.,253328244,Christopher,,Ward D (councilmember Michael Yun),40.77097,-74.03169,Entire home/apt,116,4,81,2022-09-03,1.96,2,191,32,
33643038,Suitable -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76788,-74.04248,Private room,117,2,49,2022-09-10,1.28,69,339,27,
33643120,Perfect -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76607,-74.04092,Entire home/apt,125,2,65,2022-09-10,1.59,69,315,27,
33682193,Perfect Two bed Two Bath w/ Parking | 15 Min NYC,253839975,J,,Ward C (councilmember Richard Boggiano),40.73068,-74.06182,Entire home/apt,162,28,28,2022-08-23,0.67,7,98,3,
33690027,Lincoln Park 4-bedroom 2-bathroom loft apartment,248430196,Jenny,,Ward B (councilmember Mira Prinz-Arey),40.72935,-74.08192,Entire home/apt,100,28,29,2022-06-10,0.70,8,166,2,
33719293,Cozy 1-bedroom apartment in the heart of Grove Sq.,65987093,Nicole,,Ward E (councilmember James Solomon),40.72045,-74.04193,Entire home/apt,175,4,4,2022-08-14,1.38,3,45,4,
33734483,"LONG TERM RENTAL,STUDIO N2 IN THE VILLAGE",27636707,Gaia&Pietro,,Ward E (councilmember James Solomon),40.73275,-74.00549,Entire home/apt,128,30,25,2022-08-30,0.61,7,86,6,
33805517,Uptown Hoboken Apartment,73613966,Anita,,Ward D (councilmember Michael Yun),40.74889,-74.02973,Entire home/apt,151,12,7,2022-08-15,0.18,1,79,4,
33913009,Close to NYC Time Sq. 20 min - Bright 2BR.,253328244,Christopher,,Ward D (councilmember Michael Yun),40.76891,-74.03175,Entire home/apt,100,4,66,2022-08-30,1.60,2,218,28,
33914018,Magical 2bed Apt/20 min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.7665,-74.04239,Entire home/apt,120,2,62,2022-09-13,1.51,69,314,22,
33914367,Marvelous/ 20 min to NYC/parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76789,-74.04226,Entire home/apt,125,2,101,2022-08-28,2.43,69,308,32,
33970081,Superb -20 Min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76756,-74.04274,Entire home/apt,86,2,54,2022-09-12,1.32,69,326,14,
33982630,"LONG TERM RENTAL,STUDIO N6 IN THE VILLAGE",27636707,Gaia&Pietro,,Ward E (councilmember James Solomon),40.73275,-74.00549,Entire home/apt,128,30,10,2022-04-20,0.24,7,244,2,
33995856,Private Studio for your NYC getaway!,153017365,Joyce,,Ward D (councilmember Michael Yun),40.74665,-74.05152,Entire home/apt,158,2,40,2022-09-03,2.60,1,83,26,
34071447,Bunk Room,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,189,1,12,2022-03-19,0.48,11,120,3,
34071681,City King,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,159,1,1010,2021-11-22,27.20,11,134,1,
34071682,Courtyard Queen,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,219,1,596,2022-07-02,20.23,11,94,13,
34071685,Bunk Room ADA,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,189,1,3,2021-04-28,0.17,11,81,0,
34071687,Courtyard King,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,199,1,135,2021-05-12,3.72,11,72,0,
34071688,City Queen – Terrace ADA,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,269,1,1,2021-03-18,0.05,11,60,0,
34071691,City Queen,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,229,1,590,2022-08-21,16.18,11,111,9,
34071692,Two Twin Room,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,189,1,233,2022-09-02,7.61,11,83,8,
34071693,Two Twin Room - Terrace,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,259,1,13,2021-06-19,0.43,11,66,0,
34071699,City Queen – Terrace,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,269,1,88,2022-02-06,3.01,11,75,3,
34071700,Courtyard Queen ADA,257995608,Arlo SoHo,,Ward E (councilmember James Solomon),40.7244,-74.00794,Hotel room,219,1,48,2021-12-05,1.29,11,79,1,
34089788,"Spacious&Sunny 1Bdrm Apt, 1 block to GroveSt. Path",219110281,Teddy,,Ward E (councilmember James Solomon),40.72103,-74.04383,Entire home/apt,110,2,32,2022-06-21,0.80,1,0,16,
34112373,Fancy /20 Min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76805,-74.04272,Entire home/apt,94,2,66,2022-08-28,1.60,69,322,21,
34116613,Sonder at One Platt | Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.7061,-74.00702,Entire home/apt,457,2,389,2022-09-04,10.32,31,363,215,
34125953,Beautiful  Meat Packing /Greenwich 2 bedroom,58271557,Karl,,Ward E (councilmember James Solomon),40.74062,-74.00373,Entire home/apt,285,7,61,2022-09-07,1.64,1,191,34,
34136999,"Tribeca Studio w/ Pool, Roofdeck, Gym & View",107434423,Blueground,,Ward E (councilmember James Solomon),40.71579,-74.00587,Entire home/apt,388,31,1,2021-03-06,0.05,96,273,0,
34138042,"FiDi Studio w/ Residents Bar, Golf Simulator & Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.705579,-74.008378,Entire home/apt,294,31,0,,,96,229,0,
34138100,"FiDi 1BR w/ Resident's Bar, Golf Simulator & Gym",107434423,Blueground,,Ward F (councilmember Jermaine D. Robinson),40.7056,-74.00878,Entire home/apt,391,31,0,,,96,140,0,
34150649,Las esperanza,222642000,Francisca,,Ward F (councilmember Jermaine D. Robinson),40.71348,-74.07983,Private room,45,1,17,2020-10-27,0.41,1,0,0,
34154750,Lincoln Park Big 3-bedroom 3-bathroom duplex,248430196,Jenny,,Ward B (councilmember Mira Prinz-Arey),40.72935,-74.08192,Entire home/apt,100,28,29,2022-08-28,0.71,8,180,2,
34169395,Tribeca 2BR w/ Amazing city views & Gym,107434423,Blueground,,Ward E (councilmember James Solomon),40.71579,-74.00587,Entire home/apt,596,31,0,,,96,247,0,
34226414,❤️ of Jersey City  studio by New York City!,213155791,Lizet,,Ward F (councilmember Jermaine D. Robinson),40.71842,-74.06854,Entire home/apt,112,2,65,2022-09-16,1.60,1,123,20,
34384911,"Tribeca Studio w/ Gym, W/D, Doorman, Pool, View",107434423,Blueground,,Ward E (councilmember James Solomon),40.71579,-74.00587,Entire home/apt,343,31,0,,,96,309,0,
34419866,15 Min Times Square NYC LUX CONDO Organic Smart 4,259830602,B,,Ward C (councilmember Richard Boggiano),40.73812,-74.0494,Private room,99,28,7,2020-05-15,0.21,2,365,0,
34420009,LUX CONDO 15 Min Times Square NYC Organic Smart 2!,259830602,B,,Ward C (councilmember Richard Boggiano),40.73813,-74.04799,Private room,109,28,1,2020-10-03,0.04,2,365,0,
34433908,Sensational /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76535,-74.04247,Entire home/apt,121,2,77,2022-09-12,1.90,69,297,28,
34447071,"Home w/large backyard and parking, minutes to NYC!",248723497,Marco,,Ward D (councilmember Michael Yun),40.75268,-74.03995,Entire home/apt,202,2,90,2022-08-24,2.20,3,71,26,
34485286,"Horizon Suite w/ sofa bed, your sanctuary in SoHo",260861596,ModernHaus SoHo,,Ward E (councilmember James Solomon),40.72277,-74.0048,Private room,2500,1,2,2021-07-11,0.05,2,10,0,
34485289,High floor Corner King w panoramic views of SoHo,260861596,ModernHaus SoHo,,Ward E (councilmember James Solomon),40.72278,-74.00482,Private room,550,1,10,2022-07-03,0.26,2,8,2,
34507036,LARGE SUNNY & CHARMING BEDROOM 10 MIN TO NYC,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73152,-74.05731,Private room,52,90,6,2021-11-15,0.15,12,329,1,
34507303,ADORABLE SUNNY BEDROOM 10MIN TO NYC,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.7326,-74.05632,Private room,52,90,16,2022-05-31,0.40,12,291,3,
34508183,"Quiet, Top Floor Apt in West Village Townhouse",214187963,Amanda,,Ward E (councilmember James Solomon),40.73044,-74.00616,Entire home/apt,220,30,12,2022-08-31,0.31,2,125,5,
34527086,Captivating/20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76684,-74.04219,Entire home/apt,125,2,91,2022-09-05,2.24,69,311,31,
34542403,Beautiful bedroom in beautiful home by train Nyc,22502131,Sandra,,Ward F (councilmember Jermaine D. Robinson),40.70549,-74.07586,Private room,90,1,0,,,2,0,0,
34561096,"Hoboken gem, rare spacious 3 bedroom duplex apt",11733361,Shan,,Ward E (councilmember James Solomon),40.73756,-74.03817,Entire home/apt,264,4,77,2022-09-12,2.07,1,143,44,
34649031,"Leafy, Quiet One Bedroom, W. Village",214187963,Amanda,,Ward E (councilmember James Solomon),40.73225,-74.00573,Entire home/apt,185,30,11,2022-05-31,0.28,2,108,5,
34670286,"New York  Manhattan Downtown , TriBeCa , FiDi",231727934,Sky,,Ward E (councilmember James Solomon),40.71246,-74.00775,Entire home/apt,160,11,1,2021-02-27,0.05,1,19,0,
34683403,Gorgeous Penthouse - Newly Renovated Alcove Studio,36630119,Jake,,Ward E (councilmember James Solomon),40.73557,-74.00599,Entire home/apt,419,4,37,2022-08-29,0.97,1,0,18,
34780094,Unique /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76556,-74.04216,Entire home/apt,125,2,70,2022-09-13,1.72,69,283,27,
34781382,16+Guests 9 BR Mega Double Unit w/NYC View!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75745,-74.03663,Entire home/apt,1000,30,0,,,16,365,0,
34789797,Terrific /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76556,-74.04262,Entire home/apt,125,2,53,2022-08-22,1.33,69,289,16,
34887761,Charming large 1 bedroom,8130233,Stephanie,,Ward D (councilmember Michael Yun),40.74974,-74.02551,Entire home/apt,175,2,4,2022-08-27,0.40,1,297,4,
34908877,"Historic Single Family Home near Metro, 2nd Fl",50915889,Wilfredo And Ninet,,Ward A (councilmember Denise Ridley),40.67947,-74.10289,Private room,100,3,14,2022-08-15,0.36,1,16,1,
34937379,Beautiful 1st Flr Apt close to NYC- JC Heights,153747570,Julian,,Ward C (councilmember Richard Boggiano),40.73662,-74.05125,Entire home/apt,107,28,17,2022-08-29,0.42,1,262,1,
34967594,Sunny Private Bedroom in the Heart of Downtown JC,65987093,Nicole,,Ward E (councilmember James Solomon),40.7242,-74.04254,Private room,80,2,76,2022-08-14,1.91,3,2,29,
35008934,Classy and Cute /20 min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76667,-74.04266,Entire home/apt,121,2,42,2022-09-06,1.04,69,319,21,
35064797,Private room in a prime West Village location,10445838,Simon,,Ward E (councilmember James Solomon),40.73584,-74.00363,Private room,161,5,41,2022-09-14,1.03,1,52,11,
35078177,Posh Junior loft only 17 mins from Manhattan (NYC),64292347,Manuel,,Ward F (councilmember Jermaine D. Robinson),40.7184,-74.06761,Entire home/apt,101,2,125,2021-01-03,3.13,1,0,0,
35165304,*IDEAL LOCATION *CHIC HOME*7 min to NYC**GROVE ST,13354338,Olga,,Ward E (councilmember James Solomon),40.71979,-74.04409,Entire home/apt,163,2,198,2022-09-12,4.95,1,290,56,STR20-00053
35182058,Homey /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76606,-74.04247,Entire home/apt,125,2,50,2022-08-25,1.25,69,259,24,
35182944,Private Residence (1 block to subway),524862,Troy,,Ward C (councilmember Richard Boggiano),40.72866,-74.05898,Entire home/apt,90,28,14,2020-05-01,0.36,1,161,0,
35270822,Hudson: Clean room. Amazing location to NYC + PATH,131327596,Sebastian,,Ward E (councilmember James Solomon),40.72432,-74.04315,Private room,45,29,30,2022-08-22,0.75,1,51,4,
35288708,Comfy & Cozy w/parking easily get around EWR & NYC,182869653,Guo,,Ward A (councilmember Denise Ridley),40.68877,-74.10786,Private room,140,2,108,2022-08-15,2.70,3,276,23,
35338703,The Stonewall Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.7371,-74.00477,Hotel room,421,1,14,2021-12-21,0.35,12,275,1,
35374670,12+ Guests Mega Double Unit 6 BR w/NYC Views!,11190436,Peter,,Ward D (councilmember Michael Yun),40.7556,-74.03671,Entire home/apt,1500,30,0,,,16,365,0,
35384734,Luminous Studio in the Heart of Chelsea,266380288,Rachel,,Ward E (councilmember James Solomon),40.73924,-74.00366,Entire home/apt,149,30,18,2022-08-14,0.48,2,47,5,
35385249,☀ Soho: Sunny & Spacious 1BR apt & great view ☀,739539,Cezar,,Ward E (councilmember James Solomon),40.72311,-74.00394,Private room,385,30,60,2022-04-20,1.52,1,86,7,
35406807,Marianas Place/20min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76476,-74.04322,Entire home/apt,129,2,35,2022-09-12,0.89,69,311,11,
35428288,Glorious 2 Bed 15 Min NYC,255853430,William,,Ward C (councilmember Richard Boggiano),40.73208,-74.06107,Entire home/apt,139,30,17,2019-12-30,0.43,8,155,0,
35431400,Wonderful 1 Bedroom Apartment (NYU CAMPUS),266651586,Mike,,Ward E (councilmember James Solomon),40.72818,-74.00114,Entire home/apt,165,30,5,2021-10-22,0.14,1,145,2,
35490967,"LONG TERM RENTAL,STUDIO N8 IN THE VILLAGE",27636707,Gaia&Pietro,,Ward E (councilmember James Solomon),40.73275,-74.00549,Entire home/apt,128,30,7,2019-12-07,0.18,7,344,0,
35495092,West Village Studio (Queen Bed),188857824,Jon,,Ward E (councilmember James Solomon),40.73483,-74.00604,Entire home/apt,189,7,3,2022-08-01,0.90,1,34,3,
35533490,Stylish 1Br Apt with Sunroom 30 mins to NYC,132888217,K,,Ward F (councilmember Jermaine D. Robinson),40.72171,-74.06863,Entire home/apt,125,4,112,2022-09-01,2.83,4,210,42,
35535786,Exposed brick artsy studio apt 30 mins to NYC,132888217,K,,Ward F (councilmember Jermaine D. Robinson),40.72153,-74.0679,Entire home/apt,97,4,95,2022-08-31,3.42,4,192,45,
35538046,"Artist 1BR with exposed brick, 30 mins to NYC",132888217,K,,Ward F (councilmember Jermaine D. Robinson),40.72038,-74.06955,Entire home/apt,120,4,28,2022-08-30,0.71,4,215,20,
35538177,"Artist Designed Cozy 2BR, 30 mins to NYC",132888217,K,,Ward F (councilmember Jermaine D. Robinson),40.72157,-74.06934,Entire home/apt,122,4,64,2022-08-28,1.62,4,198,37,
35573883,10min to Times Sq! Overlook NYC in 3bdr Apt!,267654602,Michael,,Ward D (councilmember Michael Yun),40.7643,-74.02633,Entire home/apt,285,2,44,2022-09-11,1.16,1,121,22,
35714170,"Sunny, Modern/20 min to NYC-Parking Avail (fee)",42219345,Claudia,,Ward D (councilmember Michael Yun),40.76669,-74.04125,Entire home/apt,118,2,56,2022-09-14,1.47,69,307,29,
35739927,"Charming ""Library"" Apt, Heart of Greenwich Village",4129805,Evelyn,,Ward E (councilmember James Solomon),40.73111,-74.00234,Entire home/apt,175,1,12,2019-12-07,0.30,6,16,0,
35744738,NYC views from your bed in West New York,268885214,Nowyourcity,,Ward D (councilmember Michael Yun),40.76035,-74.04061,Entire home/apt,180,2,48,2022-09-12,1.22,1,165,25,
35772388,Outstanding /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76502,-74.0419,Entire home/apt,94,2,59,2022-09-13,1.50,69,296,25,
35840715,Oasis On The Hill With Laundry & Free Parking,164162478,Evans,,Ward A (councilmember Denise Ridley),40.70103,-74.08678,Entire home/apt,85,28,9,2022-06-22,0.38,2,167,3,
35914651,Splendorous /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76613,-74.04202,Entire home/apt,125,2,44,2022-08-29,1.13,69,289,19,
35915254,The Alana - A Chic Duplex 40 Minutes from NYC,270144188,Stephaney,,Ward F (councilmember Jermaine D. Robinson),40.7134,-74.07272,Entire home/apt,172,28,64,2022-08-03,1.63,1,22,7,
35946369,CHARMING SUNNY BEDROOM 10 MIN TO NYC,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73204,-74.05572,Private room,52,90,16,2021-05-09,0.41,12,271,0,
36074137,Prime 2 Bed 1.5 Bath Gem | At Journal Square,255853430,William,,Ward E (councilmember James Solomon),40.72798,-74.05345,Entire home/apt,154,28,26,2022-08-16,0.68,8,168,4,
36111819,Phenomenal/20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76467,-74.04326,Entire home/apt,91,2,36,2022-09-07,0.92,69,310,9,
36112853,Clean & Cozy Room Near NYC** Long term Stay!!,2549076,Miz,,Ward D (councilmember Michael Yun),40.74835,-74.058,Private room,44,29,38,2021-12-31,0.98,10,20,2,
36112858,Beautiful Room in Jersey City!* Long-term Stay!!,2549076,Miz,,Ward D (councilmember Michael Yun),40.74875,-74.05807,Private room,43,29,63,2021-01-18,1.61,10,0,0,
36117552,Quiet 1BR Apt in West Village/NYU,1196848,Kim,,Ward E (councilmember James Solomon),40.73661,-74.00945,Entire home/apt,185,2,15,2022-08-14,0.38,1,0,5,
36164916,Incredible -20 min to NYC/Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76661,-74.04346,Entire home/apt,125,2,76,2022-08-30,1.94,69,264,35,
36211258,HUGE 4 BDRM near New York City 15min walk to PATH,271169117,Imara,,Ward B (councilmember Mira Prinz-Arey),40.72765,-74.07027,Entire home/apt,135,30,16,2022-07-31,0.41,1,136,3,
36315759,"Tribeca Studio w/ Gym, W/D, Doorman, Garage, Valet",107434423,Blueground,,Ward E (councilmember James Solomon),40.714,-74.00956,Entire home/apt,334,31,0,,,96,323,0,
36315828,Tribeca Studio w/ Pool & Gym & View nr City Hall,107434423,Blueground,,Ward E (councilmember James Solomon),40.715793,-74.005871,Entire home/apt,351,31,1,2021-08-25,0.08,96,276,0,
36336145,Artistic /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76607,-74.04207,Entire home/apt,98,2,52,2022-09-16,1.36,69,315,21,
36386715,"Summer in the City, McGinley Square Flat, Near NYC",43673554,Christian W.,,Ward B (councilmember Mira Prinz-Arey),40.72642,-74.07029,Entire home/apt,124,2,89,2022-09-02,2.35,2,309,34,
36392124,🌺Beautiful 2 Bed/2 Bath | 20 Min to NYC | Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74161,-74.03766,Entire home/apt,167,1,34,2022-08-08,0.88,54,0,3,
36493850,Beautiful apt only 1 stop to Manhattan,251447997,Mena,,Ward D (councilmember Michael Yun),40.74326,-74.03054,Entire home/apt,234,3,106,2022-09-17,2.77,3,261,37,
36510596,"Quiet Guest Suite, <35 Min to Manhattan, parking",78133615,Jay,,Ward F (councilmember Jermaine D. Robinson),40.72279,-74.06755,Entire home/apt,83,28,30,2022-08-06,0.78,1,197,5,
36527509,"Cozy 2 Bedroom Apt, 20 Mins from NYC",469820241,Adam,,Ward A (councilmember Denise Ridley),40.68667,-74.10665,Entire home/apt,143,2,203,2022-09-13,5.32,1,318,60,
36641368,Nice Looking /20 min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76491,-74.04313,Entire home/apt,118,2,31,2022-09-02,0.80,69,317,24,
36667947,Huge 3BR Pre-War Apt w/ High Ceilings on Top Floor,99083273,Curtis,,Ward D (councilmember Michael Yun),40.75021,-74.03044,Entire home/apt,241,2,12,2022-09-11,2.75,1,100,12,
36736112,Worthy -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76617,-74.04138,Entire home/apt,110,2,50,2022-08-30,1.30,69,292,21,
36770332,2 Bed 2 Full Bath w/ Parking | JSQ | Month Stay,255853430,William,,Ward C (councilmember Richard Boggiano),40.73133,-74.05984,Entire home/apt,161,28,11,2022-09-04,0.77,8,98,10,
36840050,Jersey City Heights Apt. 2,252170589,Casimira And Irving,,Ward D (councilmember Michael Yun),40.74694,-74.05173,Entire home/apt,107,1,228,2022-09-04,5.95,2,112,74,
36846879,Full Service Luxury Apt In The Heart of Tribeca,48895336,Trevor,,Ward E (councilmember James Solomon),40.7139,-74.00732,Entire home/apt,300,5,2,2021-08-01,0.05,1,0,0,
37094204,*Chic MicroLoft in the Heart of Chelseas Art Scene,279024287,Chelsea,,Ward E (councilmember James Solomon),40.7395,-74.00228,Entire home/apt,199,30,7,2021-12-30,0.21,1,323,1,
